status;error;name;slug;product_url;category_url;group;category_weight;category_composition;category_weave;title_descriptor;spec_line;description_count;technical_parameters_count;technical_documents_count;data_sheets_count;certificates_count;colors_count;hero_images_count;application_images_count;fabric_photos_count;function_icons_count;care_instructions_count;technology_partners;category_function_icons;product_function_icons;certificate_badges;group_documents;data_sheets;certificates;hero_images;manifest_public_url;report_public_url;public_product_dir;source_collection;source_category_url
ok;;ArNeo Light;arneo-light;https://www.ariteks.net/arneo-light.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;70 g/m²;100% PES;Warp Knit Plain;Economical Safety Jacket Fabric;70 g/m², 100% Polyester, High Visible Knit Fabric;3;16;1;1;0;4;1;1;0;1;5;;;Oeko Tex Standard 100;;/ariteks/fabrics/arneo-light/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arneo-light/documents/arneo-light-ds__9baf7278d5.pdf;;/ariteks/fabrics/arneo-light/images/arneo-light-main-pic-m__aae9de090b.jpg;/ariteks/fabrics/arneo-light/data/fabric-complete-record.json;/ariteks/fabrics/arneo-light/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arneo-light;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArNeo Light + R50;arneo-light-r50;https://www.ariteks.net/arneo-light-r50.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;70 g/m²;100% PES;Warp Knit Plain;Economical Safety Jacket Fabric Laminated with Brillant Strips;70 g/m², 100% Polyester, Brillant Strips Laminated, High Visible Knit Fabric;4;16;1;1;0;3;1;1;0;1;5;;;Oeko Tex Standard 100;;/ariteks/fabrics/arneo-light-r50/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arneo-light-r50/documents/arneo-light-r50-ds__8256fd2bd0.pdf;;/ariteks/fabrics/arneo-light-r50/images/arneo-light-r50-main-pic-m__e2abce7bde.jpg;/ariteks/fabrics/arneo-light-r50/data/fabric-complete-record.json;/ariteks/fabrics/arneo-light-r50/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arneo-light-r50;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArNeo Light +R400;arneo-light-r400;https://www.ariteks.net/arneo-light-r400.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;70 g/m²;100% PES;Warp Knit Plain;Economical Safety Jacket Fabric Laminated with Reflective Strips;70 g/m², 100% Polyester, Reflective Strips Laminated, High Visible Knit Fabric;4;16;1;1;0;3;1;1;0;1;5;;;Oeko Tex Standard 100;;/ariteks/fabrics/arneo-light-r400/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arneo-light-r400/documents/arneo-light-r400-ds__05508fb3a0.pdf;;/ariteks/fabrics/arneo-light-r400/images/arneo-light-r400-main-pic-m__691e599527.jpg;/ariteks/fabrics/arneo-light-r400/data/fabric-complete-record.json;/ariteks/fabrics/arneo-light-r400/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arneo-light-r400;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArNeo Color Light;arneo-color-light;https://www.ariteks.net/arneo-color-light.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;70 g/m²;100% PES;Warp Knit Plain;Bias Fabric;70 g/m², 100% Polyester, Knit Fabric;3;16;1;1;0;22;1;1;0;1;5;;;Oeko Tex Standard 100;;/ariteks/fabrics/arneo-color-light/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arneo-color-light/documents/arneo-color-light-ds__f0cfb514ea.pdf;;/ariteks/fabrics/arneo-color-light/images/arneo-color-light-main-pic-m__a053e402ab.jpg;/ariteks/fabrics/arneo-color-light/data/fabric-complete-record.json;/ariteks/fabrics/arneo-color-light/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arneo-color-light;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArShirt Neo;arshirt-neo;https://www.ariteks.net/arshirt-neo.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;220 g/m²;100% CO;Pique;Cotton Fluorescent Pique Fabric;220 g/m², 100% Cotton, Pique, High Visible Knit Fabric;2;19;1;1;0;7;1;3;0;1;5;;;Oeko Tex Standard 100;;/ariteks/fabrics/arshirt-neo/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arshirt-neo/documents/arshirt-neo-ds__58c11a149a.pdf;;/ariteks/fabrics/arshirt-neo/images/arshirt-neo-main-pic-m__4607c1e33c.jpg;/ariteks/fabrics/arshirt-neo/data/fabric-complete-record.json;/ariteks/fabrics/arshirt-neo/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arshirt-neo;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArShirt;arshirt;https://www.ariteks.net/arshirt.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;220 g/m²;100% CO;Pique;100% Cotton Vat Dyed Pique Fabric;220 g/m², 100% Cotton (CO), Pique;5;19;7;1;6;21;1;3;0;2;5;;EN 13758;Oeko Tex Standard 100 | Uv Protection;ArShirt ISO 105 BO2;/ariteks/fabrics/arshirt/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arshirt/documents/arshirt-ds__d94a967845.pdf;/ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-b02__ef1d7ea275.pdf | /ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-c06__8ed2ebba8a.pdf | /ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-d01__fb8b81929a.pdf | /ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-e04__1b741d6acc.pdf | /ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-x11__8abe14acbf.pdf | /ariteks/fabrics/arshirt/documents/arshirt-3938-iso-105-x12__8c3ad4f6e5.pdf;/ariteks/fabrics/arshirt/images/arshirt-main-pic-m__090cb6ef4c.jpg;/ariteks/fabrics/arshirt/data/fabric-complete-record.json;/ariteks/fabrics/arshirt/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arshirt;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArShirt Static Pro;arshirt-static-pro;https://www.ariteks.net/arshirt-static-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;220 g/m²;97% CO 3% CF;Pique;97% Cotton 3% Carbon Antisatic, Vat Dyed Pique Fabric;220 g/m², 97% Cotton 3% Carbon, Antistatic,Pique, Vat Dyed Knit Fabric;6;21;3;1;2;1;1;3;0;3;5;;EN 1149-3 | EN 61340;Oeko Tex Standard 100 | EN 1149 | ESD;EN 1149-5 (EN 1149-3) Certificate;/ariteks/fabrics/arshirt-static-pro/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arshirt-static-pro/documents/arshirt-static-pro-ds__954b932d92.pdf;/ariteks/fabrics/arshirt-static-pro/documents/arshirt-suprem-knit-en-1149-certificate__09fe42ada9.pdf | /ariteks/fabrics/arshirt-static-pro/documents/arshirt-suprem-knit-en-1149-test-report__45c07d3fcc.pdf;/ariteks/fabrics/arshirt-static-pro/images/arshirt-static-pro-main-pic-m__10bccb88ad.jpg;/ariteks/fabrics/arshirt-static-pro/data/fabric-complete-record.json;/ariteks/fabrics/arshirt-static-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arshirt-static-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArShirt Moda Pro;arshirt-moda-pro;https://www.ariteks.net/arshirt-moda-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;220 g/m²;60% MAC 38% CO 2% CF;Pique;60% Modacrylic 38% Cotton 2% Carbon, Inherent Pique Flame Retardant Antistatic Fabric;220 g/m², 60% Modacrylic 38% Cotton 2% Carbon, Inherent Flame Retardant;6;24;5;1;4;3;1;3;0;5;5;Protal;EN 11612 | EN 1149-3 | EN 61482-1-2 | EN 20471;Oeko Tex Standard 100 | EN 20471 | EN 1149 | EN 11612 | EN 61482;https://www.ariteks.net/images/certificate/emty_certificate_s.jpg;/ariteks/fabrics/arshirt-moda-pro/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-ds__fa15cd9ae8.pdf;/ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-11612-certificate__80a2b65e0d.pdf | /ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-11612-test-report__aab270a042.pdf | /ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-1149-certificate__586eb902a0.pdf | /ariteks/fabrics/arshirt-moda-pro/documents/arshirt-moda-pro-en-1149-test-report__c0563adafd.pdf;/ariteks/fabrics/arshirt-moda-pro/images/arshirt-moda-pro-main-pic-m__465206a38b.jpg;/ariteks/fabrics/arshirt-moda-pro/data/fabric-complete-record.json;/ariteks/fabrics/arshirt-moda-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arshirt-moda-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArSuprem;arsuprem;https://www.ariteks.net/arsuprem.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;220 g/m²;100% CO;Jersey;100% Cotton Vat Dyed Single Jersey Fabric;220 g/m², 100% Cotton, Single Jersey, Vat Dyed Knit Fabric;5;19;2;1;1;21;1;3;0;2;5;;EN 13758;Oeko Tex Standard 100 | Uv Protection;https://www.ariteks.net/images/certificate/emty_certificate_s.jpg;/ariteks/fabrics/arsuprem/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arsuprem/documents/arsuprem-ds__93c46f9fd1.pdf;/ariteks/fabrics/arsuprem/documents/arsuprem-4257-en15025__f60ced408c.pdf;/ariteks/fabrics/arsuprem/images/arsuprem-main-pic-m__afa463fc25.jpg;/ariteks/fabrics/arsuprem/data/fabric-complete-record.json;/ariteks/fabrics/arsuprem/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arsuprem;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArSuprem Static Pro;arsuprem-static-pro;https://www.ariteks.net/arsuprem-static-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;High Visible Warp Knit Fabrics for Safety Jackets;220 g/m²;97% CO 3% CF;Jersey;97% Cotton 3% Carbon Antistatic, Vat Dyed Single Jersey Fabric;220 g/m², 97% Cotton 3% Carbon, Single Jersey, Antistatic, Vat Dyed Knit Fabric;6;21;3;1;2;1;1;1;0;3;5;;EN 1149-3 | EN 61340;Oeko Tex Standard 100 | EN 1149 | ESD;EN 1149-5 (EN 1149-3) Certificate;/ariteks/fabrics/arsuprem-static-pro/documents/arneo-ru-ds-ver2__c1069fddab.pdf;/ariteks/fabrics/arsuprem-static-pro/documents/arsuprem-static-pro-ds__b5f815c4c7.pdf;/ariteks/fabrics/arsuprem-static-pro/documents/arshirt-suprem-knit-en-1149-certificate__09fe42ada9.pdf | /ariteks/fabrics/arsuprem-static-pro/documents/arshirt-suprem-knit-en-1149-test-report__45c07d3fcc.pdf;/ariteks/fabrics/arsuprem-static-pro/images/arsuprem-static-pro-main-pic-m__b530d68f8f.jpg;/ariteks/fabrics/arsuprem-static-pro/data/fabric-complete-record.json;/ariteks/fabrics/arsuprem-static-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arsuprem-static-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
