slug,name,family,family_slug,category_id,category_name_pl,category_name_en,weight,weight_gsm,composition,weave,weave_type,fibers,properties,norms,descriptor_pl,descriptor_en,specification_pl,specification_en,description_pl,primary_application_id,primary_application_pl,primary_application_en,primary_application_confidence,secondary_application_id,secondary_application_pl,secondary_application_en,secondary_application_confidence,hero_image_url,product_url_pl,product_url_en,family_url_pl,family_url_en,data_sheet_urls,certificate_urls,source_record_url,colors_count,parameters_count
arwowear-t4-static-pro,ArWoWear T4 Static Pro,ArWoWear Static Pro,arwowear-static-pro,antistatic,Antystatyczne robocze,Antistatic twill workwear,200 g/m²,200,64% PES 35% CO 1% CF,2/1S Twill,twill,pes|co|cf,antistatic,EN 1149|OEKO-TEX 100,"Tkanina trudnopalnatwillowa antystatyczna 64% Polyester 35% Cotton 1% Carbon, 200 g/m²","64% Polyester 35% Cotton 1% Carbon Antistatic Twill Fabric, 200 gr/m'2","200 g/m², 64% Polyester 35% Cotton 1% Carbon, 2/1S","200 g/m², 64% Polyester 35% Cotton 1% Carbon, 2/1S","Antystatyczna tkanina w splocie skośnym (twill) || ArWoWear T4 Static Pro to lekka antystatyczna tkanina do odzieży roboczej w splocie skośnym, o gramaturze 200 g/m², wykonana w składzie 64% Polyester 35% Cotton 1% Carbon, zapewniająca trwałość w wymagających warunkach użytkowania. || Tkanina posiada certyfikację zgodną z normą EN 1149-5 (EN 1149-3). || Przeznaczona do zastosowań w przemyśle elektronicznym, gdzie gromadzenie ładunków elektrostatycznych stanowi istotny problem. Tkanina sprawdza się również jako materiał na odzież roboczą dla pracowników platform przemysłu naftowego i gazowniczego, chroniąc przed wybuchami spowodowanymi wyładowaniami elektrostatycznymi w strefach zagrożenia.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,65,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t4-static-pro/images/arwowear-t4-static-pro-main-pic-m__f81569fae9.jpg,https://ariteks.pl/fabrics/arwowear-static-pro/arwowear-t4-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro/arwowear-t4-static-pro,https://ariteks.pl/fabrics/arwowear-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t4-static-pro/documents/arwowear-t4-static-pro-ds__a0eb16e654.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t4-static-pro/documents/certificate-arwowear-t11-static-pro-en-1149__8dd8b6bcc4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-static-pro/documents/test-report-arwowear-t11-static-pro-en-1149__0944c81497.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t4-static-pro/data/fabric-complete-record.json,6,21
arwowear-t11-static-pro,ArWoWear T11 Static Pro,ArWoWear Static Pro,arwowear-static-pro,antistatic,Antystatyczne robocze,Antistatic twill workwear,360 g/m²,360,99% CO 1% CF,3/1S Twill,twill,co|cf,antistatic,EN 1149|OEKO-TEX 100,"Tkanina antysatyczna twill 99% bawełna 1% węgiel, 360 g/m²","99% Cotton 1% Carbon Antistatic Twill Fabric, 360 gr/m'2","360 g/m², 99% Cotton 1% Carbon, 3/1S","360 g/m², 99% Cotton 1% Carbon, 3/1S","Antystatyczna tkanina twill || ArWoWear T11 Static Pro to antystatyczna tkanina twill o gramaturze 360 g/m² w splocie twill, w składzie 99% bawełna i 1% węgiel, przeznaczona do odzieży roboczej. || Posiada certyfikat zgodności z normą EN 1149-5 (EN 1149-3). || Tkanina jest przeznaczona do stosowania w przemyśle elektronicznym, gdzie gromadzenie się ładunków elektrostatycznych stanowi istotny problem. Może być również wykorzystywana przez pracowników platform wiertniczych w przemyśle naftowym i gazowniczym jako zabezpieczenie przed wybuchami spowodowanymi wyładowaniami elektrostatycznymi w strefach zagrożonych.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,65,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t11-static-pro/images/arwowear-t11-static-pro-main-pic-m__ae0d3d019b.jpg,https://ariteks.pl/fabrics/arwowear-static-pro/arwowear-t11-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro/arwowear-t11-static-pro,https://ariteks.pl/fabrics/arwowear-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t11-static-pro/documents/arwowear-t11-static-pro-ds__76c6ee2e22.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t11-static-pro/documents/certificate-arwowear-t11-static-pro-en-1149__8dd8b6bcc4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-static-pro/documents/test-report-arwowear-t11-static-pro-en-1149__0944c81497.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t11-static-pro/data/fabric-complete-record.json,6,21
arwowear-t20-static-pro,ArWoWear T20 Static Pro Pro,ArWoWear Static Pro,arwowear-static-pro,antistatic,Antystatyczne robocze,Antistatic twill workwear,260 g/m²,260,79% CO 20% PES 1% CF,3/1S Twill,twill,co|pes|cf,antistatic,EN 1149|OEKO-TEX 100,"Tkanina antystatyczna ArWoWear T20 Flame Arc Pro, splot skośny 3/1S, 260 g/m², 79% CO / 20% PES / 1% włókno węglowe","79% Cotton 20% Polyester 1% Carbon Twill, Antisatic Fabric, 260 gr/m'2","260 g/m², 79% Cotton (CO) 20% Polyester (PES) 1% Carbon (CF), antystatyczna, tkanina w splocie 3/1S Twill","260 g/m², 79% Cotton 20% Polyester 1% Carbon, Antistatic, 3/1S Twill Fabric","ArWoWear T20 Flame Arc Pro to tkanina odzieży roboczej o gramaturze 260 g/m², wykonana w splocie skośnym 3/1S ze składu 79% CO, 20% PES i 1% włókna węglowego (CF), barwiona metodą kadziową. || Właściwości antystatyczne uzyskano poprzez zastosowanie włókien węglowych po stronie spodniej tkaniny; wyrób posiada certyfikację antystatyczną zgodnie z EN 1149-5. || Tkanina przeznaczona jest do produkcji odzieży roboczej dla branży elektronicznej oraz pracowników platform naftowych i gazowych, gdzie nagromadzenie ładunków elektrostatycznych stwarza ryzyko wybuchu w strefach zagrożonych.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,70,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t20-static-pro/images/arwowear-t20-static-pro-main-pic-m__d2791af0da.jpg,https://ariteks.pl/fabrics/arwowear-static-pro/arwowear-t20-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro/arwowear-t20-static-pro,https://ariteks.pl/fabrics/arwowear-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t20-static-pro/documents/arwowear-t20-static-pro-ds__6176032270.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t20-static-pro/documents/certificate-arwowear-t11-static-pro-en-1149__8dd8b6bcc4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t20-static-pro/documents/test-report-arwowear-t11-static-pro-en-1149__0944c81497.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t20-static-pro/data/fabric-complete-record.json,5,21
arwowear-t21-static-pro,ArWoWear T21 Static Pro Pro,ArWoWear Static Pro,arwowear-static-pro,antistatic,Antystatyczne robocze,Antistatic twill workwear,330 g/m²,330,79% CO 20% PES 1% CF,3/1S Twill,twill,co|pes|cf,antistatic,EN 1149|OEKO-TEX 100,"Tkanina antystatyczna ArWoWear T21, splot skośny 3/1S, 79% CO / 20% PES / 1% CF, 330 g/m²","79% Cotton 20% Polyester 1% Carbon Twill, Antisatic Fabric, 330 gr/m'2","330 g/m², 79% Cotton (CO) 20% Polyester (PES) 1% Carbon (CF), antystatyczna, tkanina w splocie skośnym 3/1S","330 g/m², 79% Cotton 20% Polyester 1% Carbon, Antistatic, 3/1S Twill Fabric","ArWoWear T21 Flame Arc Pro to ciężka tkanina robocza o gramaturze 330 g/m², wykonana w splocie skośnym 3/1S z przędzy barwionej w kadzi, o składzie 79% CO / 20% PES / 1% CF. || Włókna węglowe (CF) rozmieszczone po wewnętrznej stronie tkaniny zapewniają jej właściwości antystatyczne potwierdzone certyfikacją zgodną z EN 1149-5. || Materiał przeznaczony jest do produkcji odzieży roboczej stosowanej w przemyśle elektronicznym oraz w sektorze naftowo-gazowym, gdzie wyładowania elektrostatyczne stanowią zagrożenie wybuchem w strefach niebezpiecznych.",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,62,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t21-static-pro/images/arwowear-t21-static-pro-main-pic-m__bb32c7d0d4.jpg,https://ariteks.pl/fabrics/arwowear-static-pro/arwowear-t21-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro/arwowear-t21-static-pro,https://ariteks.pl/fabrics/arwowear-static-pro,https://ariteks.pl/en/fabrics/arwowear-static-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t21-static-pro/documents/arwowear-t21-static-pro-ds__333ca93c41.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t21-static-pro/documents/certificate-arwowear-t11-static-pro-en-1149__8dd8b6bcc4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t21-static-pro/documents/test-report-arwowear-t11-static-pro-en-1149__0944c81497.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t21-static-pro/data/fabric-complete-record.json,5,21
arwowear-t2-chem-pro,ArWoWear T2 Chem Pro,ArWoWear Chem Pro,arwowear-chem-pro,chemical-resistant,Tkaniny chemoodporne,Chemical-resistant workwear,260 g/m²,260,100% CO,3/1S Twill,twill,co,emi|chemical,EN 13034|OEKO-TEX 100,"100% bawełna twill, tkanina chemoodporna, 260 g/m²","100% Cotton Twill, Chemical Resistant Fabric, 260 gr/m'2","260 g/m², 100% CO, barwiona barwnikami kadziowymi, chemoodporna, tkanina w splocie 3/1S twill","260 g/m², 100% Cotton, VAT Dyed, Chemical Resistant, 3/1S Twill Fabric","ArWoWear T2 Chem Pro to lekka tkanina do odzieży roboczej o gramaturze 260 g/m², wykonana w 100% z merceryzowanej bawełny, barwionej barwnikami kadziowymi, o właściwościach chemoodpornych. || Przeznaczona do pracy na zewnątrz w letnich warunkach atmosferycznych. || Posiada właściwości hydrofobowe i oleofobowe (TS EN ISO 4920). || Odporna na działanie większości przemysłowych substancji chemicznych. (EN ISO 13034)",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,90,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/images/arwowear-t2-chem-pro-main-pic-m__325d4bb0f8.jpg,https://ariteks.pl/fabrics/arwowear-chem-pro/arwowear-t2-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro/arwowear-t2-chem-pro,https://ariteks.pl/fabrics/arwowear-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/arwowear-t2-chem-pro-ds__8cfd96c406.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/certificate-en-13034__d98a47e378.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t2-chem-pro/data/fabric-complete-record.json,7,21
arwowear-t4-chem-pro,ArWoWear T4 Chem Pro,ArWoWear Chem Pro,arwowear-chem-pro,chemical-resistant,Tkaniny chemoodporne,Chemical-resistant workwear,200 g/m²,200,65% PES 35% CO,3/1S Twill,twill,pes|co,emi|chemical,EN 13034|OEKO-TEX 100,"65% Polyester 35% Cotton, tkanina odporna chemicznie, 200 g/m²","65% Polyester 35% Cotton, Chemical Resistant Fabric, 200 gr/m'2","200 g/m², 65% Polyester 35% Cotton, barwiona w kadzi, odporna chemicznie, tkanina w splocie 2/1S Twill","200 g/m², 65% Polyester 35% Cotton, VAT Dyed, Chemical Resistant, 2/1S Twill Fabric","ArWoWear T4 Chem Pro to tkanina do odzieży roboczej o gramaturze 200 g/m², barwiona w kadzi, wykonana z 65% Polyester 35% Cotton, merseryzowana. || Przeznaczona do letnich prac na zewnątrz w trudnych warunkach. || Funkcja hydrofobowa i oleofobowa (TS EN ISO 4920). || Tkanina odporna na większość przemysłowych środków chemicznych. (EN ISO 13034)",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,85,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/images/arwowear-t4-chem-pro-main-pic-m__7190bf785e.jpg,https://ariteks.pl/fabrics/arwowear-chem-pro/arwowear-t4-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro/arwowear-t4-chem-pro,https://ariteks.pl/fabrics/arwowear-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/arwowear-t4-chem-pro-ds__b867325dad.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/certificate-en-13034__d98a47e378.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t4-chem-pro/data/fabric-complete-record.json,7,21
arwowear-t5-chem-pro,ArWoWear T5 Chem Pro,ArWoWear Chem Pro,arwowear-chem-pro,chemical-resistant,Tkaniny chemoodporne,Chemical-resistant workwear,245 g/m²,245,65% PES 35% CO,3/1S Twill,twill,pes|co,emi|chemical,EN 13034|OEKO-TEX 100,"65% Polyester 35% Cotton, tkanina odporna na chemikalia, 245 g/m²","65% Polyester 35% Cotton, Chemical Resistant Fabric, 245 gr/m'2","245 g/m², 65% Polyester 35% Cotton, barwiona barwnikami kadziowymi, odporna na chemikalia, tkanina w splocie skośnym 3/1S","245 g/m², 65% Polyester 35% Cotton, VAT Dyed, Chemical Resistant, 3/1S Twill Fabric","ArWoWear T5 Chem Pro to lekka tkanina do odzieży roboczej o gramaturze 245 g/m², barwiona barwnikami kadziowymi, odporna na chemikalia, wykonana z merseryzowanej przędzy 65% PES 35% CO. || Przeznaczona do zastosowań na zewnątrz, w ciężkich warunkach pracy w sezonie letnim. || Funkcja odpychania wody i olejów (TS EN ISO 4920). || Odporność na większość przemysłowych substancji chemicznych (EN ISO 13034).",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,90,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/images/arwowear-t5-chem-pro-main-pic-m__bd34d84c49.jpg,https://ariteks.pl/fabrics/arwowear-chem-pro/arwowear-t5-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro/arwowear-t5-chem-pro,https://ariteks.pl/fabrics/arwowear-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/arwowear-t5-chem-pro-ds__283141fa21.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/certificate-en-13034__d98a47e378.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t5-chem-pro/data/fabric-complete-record.json,7,21
arwowear-t6-chem-pro,ArWoWear T6 Chem Pro,ArWoWear Chem Pro,arwowear-chem-pro,chemical-resistant,Tkaniny chemoodporne,Chemical-resistant workwear,200 g/m²,200,60% CO 40% PES,3/1S Twill,twill,co|pes,emi|chemical,EN 13034|OEKO-TEX 100,"60% Bawełna 40% Poliester, Tkanina Odporna na Chemikalia, 200 g/m²","60% Cotton 40% Polyester, Chemical Resistant Fabric, 200 gr/m'2","200 g/m², 60% Bawełna 40% Poliester, Barwiona Barwnikami Kadziowymi, Odporna na Chemikalia, Tkanina w Splocie Skośnym 2/1S","200 g/m², 60% Cotton 40% Polyester, VAT Dyed, Chemical Resistant, 2/1S Twill Fabric","ArWoWear T6 Chem Pro to tkanina odzieży roboczej o gramaturze 200 g/m², barwiona barwnikami kadziowymi, merceryzowana, w składzie 60% bawełna 40% poliester, zapewniająca wyjątkowy komfort użytkowania. || Funkcja odpychania wody i oleju (TS EN ISO 4920). || Tkanina wykazuje odporność na większość przemysłowych chemikaliów. (EN ISO 13034)",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,88,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/images/arwowear-t6-chem-pro-main-pic-m__a06926a0d0.jpg,https://ariteks.pl/fabrics/arwowear-chem-pro/arwowear-t6-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro/arwowear-t6-chem-pro,https://ariteks.pl/fabrics/arwowear-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/arwowear-t6-chem-pro-ds__77e0b4d860.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/certificate-en-13034__d98a47e378.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t6-chem-pro/data/fabric-complete-record.json,7,21
arwowear-t7-chem-pro,ArWoWear T7 Chem Pro,ArWoWear Chem Pro,arwowear-chem-pro,chemical-resistant,Tkaniny chemoodporne,Chemical-resistant workwear,245 g/m²,245,60% CO 40% PES,3/1S Twill,twill,co|pes,emi|chemical,EN 13034|OEKO-TEX 100,"60% Cotton 40% Polyester, tkanina chemoodporna, 245 g/m²","60% Cotton 40% Polyester, Chemical Resistant Fabric, 245 gr/m'2","245 g/m², 60% Cotton 40% Polyester, barwiona barwnikami kadziowymi, chemoodporna, tkanina w splocie skośnym 3/1S","245 g/m², 60% Cotton 40% Polyester, VAT Dyed, Chemical Resistant, 3/1S Twill Fabric","ArWoWear T7 Chem Pro to tkanina robocza 245 g/m² w składzie 60% Cotton 40% Polyester, merceryzowana, barwiona barwnikami kadziowymi, zapewniająca wyjątkowy komfort użytkowania. || Funkcja wodoodporności i olejoodporności (hydrofobowa/oleofobowa) (TS EN ISO 4920). || Tkanina wykazuje odporność na większość przemysłowych substancji chemicznych. (EN ISO 13034)",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,85,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/images/arwowear-t7-chem-pro-main-pic-m__d165754d1c.jpg,https://ariteks.pl/fabrics/arwowear-chem-pro/arwowear-t7-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro/arwowear-t7-chem-pro,https://ariteks.pl/fabrics/arwowear-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/arwowear-t7-chem-pro-ds__caa0dd6343.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/certificate-en-13034__d98a47e378.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t7-chem-pro/data/fabric-complete-record.json,7,21
arwowear-t11-chem-pro,ArWoWear T11 Chem Pro,ArWoWear Chem Pro,arwowear-chem-pro,chemical-resistant,Tkaniny chemoodporne,Chemical-resistant workwear,360 g/m²,360,100% CO,3/1S Twill,twill,co,emi|chemical,EN 13034|OEKO-TEX 100,"100% bawełna twill, tkanina chemoodporna, 360 g/m²","100% Cotton Twill, Chemical Resistant Fabric, 360 gr/m'2","360 g/m², 100% CO, barwiona barwnikami kadziowymi, chemoodporna, tkanina o splocie 3/1S twill","360 g/m², 100% Cotton, Vat Dyed, Chemical Resistant, 3/1S Twill Fabric","ArWoWear T11 Chem Pro to ciężka tkanina robocza 360 g/m², merceryzowana, 100% CO, barwiona barwnikami kadziowymi, o właściwościach chemoodpornych. || Przeznaczona do pracy na zewnątrz w zimowych warunkach atmosferycznych. || Wyposażona w funkcję odpychania wody i oleju (TS EN ISO 4920). || Odporna na działanie większości przemysłowych substancji chemicznych (EN ISO 13034).",workwear-industrial,Odzież robocza i przemysłowa,Workwear and industrial apparel,88,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/images/arwowear-t11-chem-pro-main-pic-m__da182b7fa1.jpg,https://ariteks.pl/fabrics/arwowear-chem-pro/arwowear-t11-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro/arwowear-t11-chem-pro,https://ariteks.pl/fabrics/arwowear-chem-pro,https://ariteks.pl/en/fabrics/arwowear-chem-pro,https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/arwowear-t11-chem-pro-ds__7858c4b8d0.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/certificate-en-13034__d98a47e378.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf|https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t11-chem-pro/data/fabric-complete-record.json,7,21
